"CodeTable","Code","Description","CodeGroup","PrimaryDescription","Notes","OpenIssues"
"SMT","CRIP R HND","Crippled hand, right","Condition","","",""
"SMT","CRIP R LEG","Crippled leg, right","Condition","","",""
"SMT","CRIP R TOE","Crippled toe(s), right (4)","Condition","","",""
"SMT","CROSSEYED","Cross-eyed","Condition","","",""
"SMT","CRUTCHES","Crutches","Other","","",""
"SMT","DA ALCOHOL","Alcohol","Other","","DA = Drug of Abuse",""
"SMT","DA AMPHETA","Amphetamines (includes stimulants, speed, etc.)","Other","","",""
"SMT","DA BARBITU","Barbiturates","Other","","",""
"SMT","DA COCAINE","Cocaine (includes crack)","Other","","",""
"SMT","DA GLUE","Glue","Other","","",""
"SMT","DA HALLUCI","Hallucinogens","Other","","",""
"SMT","DA MARIJUA","Marijuana","Other","","",""
"SMT","DA NARCOTI","Narcotics (includes heroin, morphine, Dilaudid, methadone, etc.)","Other","","",""
"SMT","DA OTHER","Other drugs of abuse not listed, identify in the MIS Field","Other","","",""
"SMT","DA PAINT","Paint (includes thinner)","Other","","",""
"SMT","DA RITALIN","Ritalin","Other","","",""
"SMT","DA ROHYPNL","Rohypnol (brand name for Flunitrazepam.  Also referred to as rophies, roofies, ruffies, and roche.)","Other","","",""
"SMT","DEAF","Deaf, left and right ears","Condition","","",""
"SMT","DEAF EAR","Deaf, one ear, nonspecific","Condition","","",""
"SMT","DEAF L EAR","Deaf, left ear","Condition","","",""
"SMT","DEAF MUTE","Deaf-mute","Condition","","",""
"SMT","DEAF R EAR","Deaf, right ear","Condition","","",""
"SMT","DENT LOW","Denture, lower only","Other","","",""
"SMT","DENT UP","Denture, upper only","Other","","",""
"SMT","DENT UP LO","Denture, upper and lower","Other","","",""
"SMT","DEV SEPTUM","Deviated septum","Condition","","",""
"SMT","DIMP CHIN","Dimple, chin","Condition","","",""
"SMT","DIMP L CHK","Dimples, left cheek (face)","Condition","","",""
"SMT","DIMP R CHK","Dimples, right cheek (face)","Condition","","",""
"SMT","DISC ABDOM","Abdomen","Condition","","DISC = Skin Discolorations (including birthmarks)",""
"SMT","DISC ANKL","Ankle, nonspecific","Condition","","",""
"SMT","DISC ARM","Arm, nonspecific","Condition","","",""
"SMT","DISC BACK","Back","Condition","","",""
"SMT","DISC BRST","Breast, nonspecific","Condition","","",""
"SMT","DISC BUTTK","Buttock, nonspecific","Condition","","",""
"SMT","DISC CHEEK","Cheek (face), nonspecific","Condition","","",""
"SMT","DISC CHEST","Chest","Condition","","",""
"SMT","DISC CHIN","Chin","Condition","","",""
"SMT","DISC EAR","Ear, nonspecific","Condition","","",""
"SMT","DISC EYE","Eyebrow, nonspecific","Condition","","",""
"SMT","DISC FACE","Face, nonspecific","Condition","","",""
"SMT","DISC FGR","Finger, nonspecific","Condition","","",""
"SMT","DISC FHD","Forehead","Condition","","",""
"SMT","DISC FOOT","Foot, nonspecific","Condition","","",""
"SMT","DISC HEAD","Head","Condition","","",""
"SMT","DISC HIP","Hip, nonspecific","Condition","","",""
"SMT","DISC KNEE","Knee, nonspecific","Condition","","",""
"SMT","DISC L ANK","Ankle, left","Condition","","",""
"SMT","DISC L ARM","Arm, left","Condition","","",""
"SMT","DISC L BRS","Breast, left","Condition","","",""
"SMT","DISC L BUT","Buttock, left","Condition","","",""
"SMT","DISC L CHK","Cheek (face), left","Condition","","",""
"SMT","DISC L EAR","Ear, left","Condition","","",""
"SMT","DISC L EYE","Eyebrow, left/left eye area","Condition","","",""
"SMT","DISC L FGR","Finger(s), left hand","Condition","","",""
"SMT","DISC L FT","Foot, left","Condition","","",""
"SMT","DISC L HIP","Hip, left","Condition","","",""
"SMT","DISC L HND","Hand, left","Condition","","",""
"SMT","DISC L LEG","Leg, left","Condition","","",""
"SMT","DISC L LIP","Lip, lower","Condition","","",""
"SMT","DISC L WRS","Wrist, left","Condition","","",""
"SMT","DISC LEG","Leg, nonspecific","Condition","","",""
"SMT","DISC LIP","Lip, nonspecific","Condition","","",""
"SMT","DISC LKNEE","Knee, left","Condition","","",""
"SMT","DISC LSHLD","Shoulder, left","Condition","","",""
"SMT","DISC LTHGH","Thigh, left","Condition","","",""
"SMT","DISC NECK","Neck","Condition","","",""
"SMT","DISC NOSE","Nose","Condition","","",""
"SMT","DISC PENIS","Penis","Condition","","",""
"SMT","DISC R ANK","Ankle, right","Condition","","",""
"SMT","DISC R ARM","Arm, right","Condition","","",""
"SMT","DISC R BRS","Breast, right","Condition","","",""
"SMT","DISC R BUT","Buttock, right","Condition","","",""
"SMT","DISC R CHK","Cheek (face), right","Condition","","",""
"SMT","DISC R EAR","Ear, right","Condition","","",""
"SMT","DISC R EYE","Eyebrow, right/right eye area","Condition","","",""
"SMT","DISC R FGR","Finger(s), right hand","Condition","","",""
"SMT","DISC R FT","Foot, right","Condition","","",""
"SMT","DISC R HIP","Hip, right","Condition","","",""
"SMT","DISC R HND","Hand, right","Condition","","",""
"SMT","DISC R LEG","Leg, right","Condition","","",""
"SMT","DISC R WRS","Wrist, right","Condition","","",""
"SMT","DISC RKNEE","Knee, right","Condition","","",""
"SMT","DISC RSHLD","Shoulder, right","Condition","","",""
"SMT","DISC RTHGH","Thigh, right","Condition","","",""
"SMT","DISC SHLD","Shoulder, nonspecific","Condition","","",""
"SMT","DISC THGH","Thigh, nonspecific","Condition","","",""
"SMT","DISC U LIP","Lip, upper","Condition","","",""
"SMT","DISC WRIST","Wrist, nonspecific","Condition","","",""
"SMT","EAR TUBES","Tubes in ears, left and right","Other","","",""
"SMT","EXTR BRST","Extra breast, nonspecific","Condition","","",""
"SMT","EXTR C NIP","Extra nipple, center","Condition","","",""
"SMT","EXTR C VRT","Extra cervical vertebra(e)","Condition","","",""
"SMT","EXTR CBRST","Extra breast, center","Condition","","",""
"SMT","EXTR L FGR","Extra finger(s), left hand","Condition","","",""
"SMT","EXTR L NIP","Extra nipple, left","Condition","","",""
"SMT","EXTR L TOE","Extra toe(s), left","Condition","","",""
"SMT","EXTR L TTH","Extra tooth/teeth (lower jaw)","Condition","","",""
"SMT","EXTR L VRT","Extra lumbar vertebra(e)","Condition","","",""
"SMT","EXTR LBRST","Extra breast, left","Condition","","",""
"SMT","EXTR NIP","Extra nipple, nonspecific","Condition","","",""
"SMT","EXTR R FGR","Extra finger(s), right hand","Condition","","",""
"SMT","EXTR R NIP","Extra nipple, right","Condition","","",""
"SMT","EXTR R TOE","Extra toe(s), right","Condition","","",""
"SMT","EXTR RBRST","Extra breast, right","Condition","","",""
"SMT","EXTR U TTH","Extra tooth/teeth (upper jaw)","Condition","","",""
"SMT","EXTR VRT","Extra vertebra(e), nonspecific","Condition","","",""
"SMT","FRC ANKL","Ankle, nonspecific","Condition","","FRC is area Fractured Bones",""
"SMT","FRC ARM","Arm, nonspecific","Condition","","",""
"SMT","FRC BACK","Back","Condition","","",""
"SMT","FRC CLAVIC","Clavicle, nonspecific","Condition","","",""
"SMT","FRC FGR","Finger(s), nonspecific","Condition","","",""
"SMT","FRC FOOT","Foot, nonspecific","Condition","","",""
"SMT","FRC HAND","Hand, nonspecific","Condition","","",""
"SMT","FRC JAW","Jaw, nonspecific","Condition","","",""
"SMT","FRC KNEE","Knee, nonspecific","Condition","","",""
"SMT","FRC L ANKL","Ankle, left","Condition","","",""
"SMT","FRC L FGR","Finger(s), left hand","Condition","","",""
"SMT","FRC L FOOT","Foot, left","Condition","","",""
"SMT","FRC L HAND","Hand, left","Condition","","",""
"SMT","FRC L KNEE","Knee, left","Condition","","",""
"SMT","FRC L RIB","Rib(s), left","Condition","","",""
"SMT","FRC L SHLD","Shoulder, left","Condition","","",""
"SMT","FRC L TOE","Toe(s), left foot","Condition","","",""
"SMT","FRC L WRST","Wrist, left","Condition","","",""
"SMT","FRC LCLAVI","Clavicle, left","Condition","","",""
"SMT","FRC LEG","Leg, nonspecific","Condition","","",""
"SMT","FRC LL ARM","Arm, lower left","Condition","","",""
"SMT","FRC LL JAW","Jaw, lower left","Condition","","",""
"SMT","FRC LL LEG","Leg, lower left","Condition","","",""
"SMT","FRC LPELVI","Pelvic bone, left","Condition","","",""
"SMT","FRC LR ARM","Arm, lower right","Condition","","",""
"SMT","FRC LR JAW","Jaw, lower right","Condition","","",""
"SMT","FRC LR LEG","Leg, lower right","Condition","","",""
"SMT","FRC NECK","Neck","Condition","","",""
"SMT","FRC NOSE","Nose","Condition","","",""
"SMT","FRC PELVIS","Pelvis, nonspecific","Condition","","",""
"SMT","FRC R ANKL","Ankle, right","Condition","","",""
"SMT","FRC R FGR","Finger(s), right hand","Condition","","",""
"SMT","FRC R FOOT","Foot, right","Condition","","",""
"SMT","FRC R HAND","Hand, right","Condition","","",""
"SMT","FRC R KNEE","Knee, right","Condition","","",""
"SMT","FRC R RIB","Rib(s), right","Condition","","",""
"SMT","FRC R SHLD","Shoulder, right","Condition","","",""
"SMT","FRC R TOE","Toe(s), right foot","Condition","","",""
"SMT","FRC R WRST","Wrist, right","Condition","","",""
"SMT","FRC RCLAVI","Clavicle, right","Condition","","",""
"SMT","FRC RIBS","Rib(s), nonspecific","Condition","","",""
"SMT","FRC RPELVI","Pelvic bone, right","Condition","","",""
"SMT","FRC SHLD","Shoulder, nonspecific","Condition","","",""
"SMT","FRC SKULL","Skull","Condition","","",""
"SMT","FRC SPINE","Spine","Condition","","",""
"SMT","FRC STERN","Sternum","Condition","","",""
"SMT","FRC TOE","Toe(s), nonspecific","Condition","","",""
"SMT","FRC UL ARM","Arm, upper left","Condition","","",""
"SMT","FRC UL JAW","Jaw, upper left","Condition","","",""
"SMT","FRC UL LEG","Leg, upper left","Condition","","",""
"SMT","FRC UR ARM","Arm, upper right","Condition","","",""
"SMT","FRC UR JAW","Jaw, upper right","Condition","","",""
"SMT","FRC UR LEG","Leg, upper right","Condition","","",""
"SMT","FRC WRIST","Wrist, nonspecific","Condition","","",""
"SMT","FRECKLES","Freckles","Condition","","",""
"SMT","GLASSES","Glasses (prescription)","Other","","",""
"SMT","GLAUCOMA","Glaucoma","Condition","","",""
"SMT","GOLD TOOTH","Gold tooth","Other","","",""
"SMT","HAIR IMPL","Hair implants","Other","","",""
"SMT","HEAR AID","Hearing aid","Other","","",""
"SMT","HERMAPHR","Hermaphrodite","Condition","","",""
"SMT","HFR ANKL","Ankle, nonspecific","Condition","","HFR = Healed Fractured Bones",""
"SMT","HFR ARM","Arm, nonspecific","Condition","","",""
"SMT","HFR BACK","Back","Condition","","",""
"SMT","HFR CLAVIC","Clavicle, nonspecific","Condition","","",""
"SMT","HFR FGR","Finger(s), nonspecific","Condition","","",""
"SMT","HFR FOOT","Foot, nonspecific","Condition","","",""
"SMT","HFR HAND","Hand, nonspecific","Condition","","",""
"SMT","HFR JAW","Jaw, nonspecific","Condition","","",""
"SMT","HFR KNEE","Knee, nonspecific","Condition","","",""
"SMT","HFR L ANKL","Ankle, left","Condition","","",""
"SMT","HFR L FGR","Finger(s), left hand","Condition","","",""
"SMT","HFR L FOOT","Foot, left","Condition","","",""
"SMT","HFR L HAND","Hand, left","Condition","","",""
"SMT","HFR L KNEE","Knee, left","Condition","","",""
"SMT","HFR L RIB","Rib(s), left","Condition","","",""
"SMT","HFR L SHLD","Shoulder, left","Condition","","",""
"SMT","HFR L TOE","Toe(s), left foot","Condition","","",""
"SMT","HFR L WRST","Wrist, left","Condition","","",""
"SMT","HFR LCLAVI","Clavicle, left","Condition","","",""
"SMT","HFR LEG","Leg, nonspecific","Condition","","",""
"SMT","HFR LL ARM","Arm, lower left","Condition","","",""
"SMT","HFR LL JAW","Jaw, lower left","Condition","","",""
"SMT","HFR LL LEG","Leg, lower left","Condition","","",""
"SMT","HFR LPELVI","Pelvic bone, left","Condition","","",""
"SMT","HFR LR ARM","Arm, lower right","Condition","","",""
"SMT","HFR LR JAW","Jaw, lower right","Condition","","",""
"SMT","HFR LR LEG","Leg, lower right","Condition","","",""
"SMT","HFR NECK","Neck","Condition","","",""
"SMT","HFR NOSE","Nose","Condition","","",""
"SMT","HFR PELVIS","Pelvis, nonspecific","Condition","","",""
"SMT","HFR R ANKL","Ankle, right","Condition","","",""
"SMT","HFR R FGR","Finger(s), right hand","Condition","","",""
"SMT","HFR R FOOT","Foot, right","Condition","","",""
"SMT","HFR R HAND","Hand, right","Condition","","",""
"SMT","HFR R KNEE","Knee, right","Condition","","",""
"SMT","HFR R RIB","Rib(s), right","Condition","","",""
"SMT","HFR R SHLD","Shoulder, right","Condition","","",""
"SMT","HFR R TOE","Toe(s), right foot","Condition","","",""
"SMT","HFR R WRST","Wrist, right","Condition","","",""
"SMT","HFR RCLAVI","Clavicle, right","Condition","","",""
"SMT","HFR RIBS","Rib(s), nonspecific","Condition","","",""
"SMT","HFR RPELVI","Pelvic bone, right","Condition","","",""
"SMT","HFR SHLD","Shoulder, nonspecific","Condition","","",""
"SMT","HFR SKULL","Skull","Condition","","",""
"SMT","HFR SPINE","Spine","Condition","","",""
"SMT","HFR STERN","Sternum","Condition","","",""
"SMT","HFR TOE","Toe(s), nonspecific","Condition","","",""
"SMT","HFR UL ARM","Arm, upper left","Condition","","",""
"SMT","HFR UL JAW","Jaw, upper left","Condition","","",""
"SMT","HFR UL LEG","Leg, upper left","Condition","","",""
"SMT","HFR UR ARM","Arm, upper right","Condition","","",""
"SMT","HFR UR JAW","Jaw, upper right","Condition","","",""
"SMT","HFR UR LEG","Leg, upper right","Condition","","",""
"SMT","HFR WRIST","Wrist, nonspecific","Condition","","",""
"SMT","HUMPBACKED","Humpbacked","Condition","","",""
"SMT","IMPL PENIS","Penile implant","Other","","",""
"SMT","INTRA ROD","Intramedullary rod","Other","","",""
"SMT","IUD","Intrauterine device","Other","","",""
"SMT","MC ACNE","Acne","Condition","","MC = Medical Condition",""
"SMT","MC ADD","Attention Deficit Disorder","Condition","","",""
"SMT","MC ALCOHOL","Alcoholism","Condition","","",""
"SMT","MC ALLERGY","Allergies (including asthma)","Condition","","",""
"SMT","MC ALZHMRS","Alzheimer's disease","Condition","","",""
"SMT","MC ARTHRTS","Arthritis","Condition","","",""
"SMT","MC BEHAVIO","Behavior disorder (including autism, depression, schizophrenia, and suicidal tendencies [past and present])","Condition","","",""
"SMT","MC BLOOD","Hematological diseases (diseases of the blood - including anemia, hemophilia, leukemia, and sickle-cell anemia)","Condition","","",""
"SMT","MC CANCER","Cancer","Condition","","",""
"SMT","MC DIABTIC","Diabetic","Condition","","",""
"SMT","MC DOWNSYN","Down Syndrome","Condition","","",""
"SMT","MC DRUGAB","Drug abuse","Condition","","",""
"SMT","MC EATDIS","Eating disorders","Condition","","",""
"SMT","MC HEART","Heart or circulatory diseases (including circulation problems, hardening of the arteries, heart attack, heart failure, and high blood pressure)","Condition","","",""
"SMT","MC KIDNEY","Kidney conditions or diseases","Condition","","",""
"SMT","MC LIVER","Liver disease (including cirrhosis and hepatitis)","Condition","","",""
"SMT","MC NERVOUS","Nervous conditions (including mental retardation, seizures, senility, and stroke)","Condition","","",""
"SMT","MC NRLGCAL","Neurological conditions or diseases (including cerebral palsy, epilepsy, multiple sclerosis, Parkinson's disease)","Condition","","",""
"SMT","MC OTHER","Other medical disorders/conditions not listed, identify in the MIS Field","Condition","","",""
"SMT","MC PARPLGC","Paraplegic","Condition","","",""
"SMT","MC PASTPRE","Pregnancy - past (used when the individual has had past pregnancies but is not pregnant at the time the report is written)","Condition","","",""
"SMT","MC PLMNARY","Pulmonary (lung) diseases (including cystic fibrosis and emphysema)","Condition","","",""
"SMT","MC PREGNAN","Pregnancy - present (used when the individual is pregnant at the time the record is entered into NCIC)","Condition","","",""
"SMT","MC QUADPLG","Quadriplegic","Condition","","",""
"SMT","MC SKIN","Skin disorders (including psoriasis and eczema)","Condition","","",""
"SMT","MC TB","Tuberculosis","Condition","","",""
"SMT","MC THYROID","Thyroid conditions or diseases","Condition","","",""
"SMT","MC TOURETE","Tourette's syndrome","Condition","","",""
"SMT","MISS ADND","Adenoids","Missing","","",""
"SMT","MISS APPNX","Appendix","Missing","","",""
"SMT","MISS BRSTS","Breasts","Missing","","",""
"SMT","MISS C VRT","Cervical vertebra(e)","Missing","","",""
"SMT","MISS GALL","Gallbladder","Missing","","",""
"SMT","MISS INTES","Intestines","Missing","","",""
"SMT","MISS L ARM","Arm, left","Missing","","",""
"SMT","MISS L EAR","Ear, left","Missing","","",""
"SMT","MISS L EYE","Eye, left","Missing","","",""
"SMT","MISS L FGR","Finger(s), left hand","Missing","","",""
"SMT","MISS L FJT","Finger joint(s), left hand","Missing","","",""
"SMT","MISS L FT","Foot, left","Missing","","",""
"SMT","MISS L HND","Hand, left","Missing","","",""
"SMT","MISS L KID","Kidney, left","Missing","","",""
"SMT","MISS L LEG","Leg, left","Missing","","",""
"SMT","MISS L TES","Testis, left","Missing","","",""
"SMT","MISS L TOE","Toe(s), left foot","Missing","","",""
"SMT","MISS L VRT","Lumbar vertebra(e)","Missing","","",""
"SMT","MISS LBRST","Breast, left","Missing","","",""
"SMT","MISS LLARM","Arm, lower left","Missing","","",""
"SMT","MISS LLLEG","Leg, lower left","Missing","","",""
"SMT","MISS LLUNG","Lung, left","Missing","","",""
"SMT","MISS LOVAR","Ovary, left","Missing","","",""
"SMT","MISS LRARM","Arm, lower right","Missing","","",""
"SMT","MISS LRLEG","Leg, lower right","Missing","","",""
"SMT","MISS LRYNX","Larynx","Missing","","",""
"SMT","MISS NOSE","Nose","Missing","","",""
"SMT","MISS OVARS","Ovaries","Missing","","",""
"SMT","MISS PANCR","Pancreas","Missing","","",""
"SMT","MISS PENIS","Penis","Missing","","",""
"SMT","MISS PROST","Prostate gland","Missing","","",""
"SMT","MISS R ARM","Arm, right","Missing","","",""
"SMT","MISS R EAR","Ear, right","Missing","","",""
"SMT","MISS R EYE","Eye, right","Missing","","",""
"SMT","MISS R FGR","Finger(s), right hand","Missing","","",""
"SMT","MISS R FJT","Finger joint(s), right hand","Missing","","",""
"SMT","MISS R FT","Foot, right","Missing","","",""
"SMT","MISS R HND","Hand, right","Missing","","",""
"SMT","MISS R KID","Kidney, right","Missing","","",""
"SMT","MISS R LEG","Leg, right","Missing","","",""
"SMT","MISS R TES","Testis, right","Missing","","",""
"SMT","MISS R TOE","Toe(s), right foot","Missing","","",""
"SMT","MISS RBRST","Breast, right","Missing","","",""
"SMT","MISS RLUNG","Lung, right","Missing","","",""
"SMT","MISS ROVAR","Ovary, right","Missing","","",""
"SMT","MISS SPLEN","Spleen","Missing","","",""
"SMT","MISS STOMA","Stomach","Missing","","",""
"SMT","MISS THYRD","Thyroid","Missing","","",""
"SMT","MISS TONG","Tongue","Missing","","",""
"SMT","MISS TONSL","Tonsils","Missing","","",""
"SMT","MISS UTRUS","Uterus","Missing","","",""
"SMT","MISS VRT","Vertebra(e), nonspecific","Missing","","",""
"SMT","MOLE ABDOM","Abdomen","Mole","","",""
"SMT","MOLE ANKL","Ankle, nonspecific","Mole","","",""
"SMT","MOLE BACK","Back","Mole","","",""
"SMT","MOLE BRST","Breast, nonspecific","Mole","","",""
"SMT","MOLE BUTTK","Buttocks, nonspecific","Mole","","",""
"SMT","MOLE CHEST","Chest","Mole","","",""
"SMT","MOLE CHIN","Chin","Mole","","",""
"SMT","MOLE CHK","Cheek (face), nonspecific","Mole","","",""
"SMT","MOLE EAR","Ear, nonspecific","Mole","","",""
"SMT","MOLE FGR","Finger(s), nonspecific","Mole","","",""
"SMT","MOLE FHD","Forehead","Mole","","",""
"SMT","MOLE FOOT","Foot, nonspecific","Mole","","",""
"SMT","MOLE GROIN","Groin area","Mole","","",""
"SMT","MOLE HAND","Hand, nonspecific","Mole","","",""
"SMT","MOLE HEAD","Head, nonspecific","Mole","","",""
"SMT","MOLE HIP","Hip, nonspecific","Mole","","",""
"SMT","MOLE KNEE","Knee, nonspecific","Mole","","",""
"SMT","MOLE L ANK","Ankle, left","Mole","","",""
"SMT","MOLE L ARM","Arm, left","Mole","","",""
"SMT","MOLE L BUT","Buttock, left","Mole","","",""
"SMT","MOLE L CHK","Cheek (face), left","Mole","","",""
"SMT","MOLE L EAR","Ear, left","Mole","","",""
"SMT","MOLE L EYE","Eyebrow, left/left eye area","Mole","","",""
"SMT","MOLE L FGR","Finger(s), left hand","Mole","","",""
"SMT","MOLE L FT","Foot, left","Mole","","",""
"SMT","MOLE L HIP","Hip, left","Mole","","",""
"SMT","MOLE L HND","Hand, left","Mole","","",""
"SMT","MOLE L KNE","Knee, left","Mole","","",""
"SMT","MOLE L LEG","Leg, left","Mole","","",""
"SMT","MOLE L LIP","Lip, lower","Mole","","",""
"SMT","MOLE L SHD","Shoulder, left","Mole","","",""
"SMT","MOLE L THG","Thigh, left","Mole","","",""
"SMT","MOLE L WRS","Wrist, left","Mole","","",""
"SMT","MOLE LBRST","Breast, left","Mole","","",""
"SMT","MOLE LEG","Leg, nonspecific","Mole","","",""
"SMT","MOLE LIP","Lip, nonspecific","Mole","","",""
"SMT","MOLE NECK","Neck","Mole","","",""
"SMT","MOLE NOSE","Nose","Mole","","",""
"SMT","MOLE PENIS","Penis","Mole","","",""
"SMT","MOLE R ANK","Ankle, right","Mole","","",""
"SMT","MOLE R ARM","Arm, right","Mole","","",""
"SMT","MOLE R BUT","Buttock, right","Mole","","",""
"SMT","MOLE R CHK","Cheek (face), right","Mole","","",""
"SMT","MOLE R EAR","Ear, right","Mole","","",""
"SMT","MOLE R EYE","Eyebrow, right/right eye area","Mole","","",""
"SMT","MOLE R FGR","Finger(s), right hand","Mole","","",""
"SMT","MOLE R FT","Foot, right","Mole","","",""
"SMT","MOLE R HIP","Hip, right","Mole","","",""
"SMT","MOLE R HND","Hand, right","Mole","","",""
"SMT","MOLE R KNE","Knee, right","Mole","","",""
"SMT","MOLE R LEG","Leg, right","Mole","","",""
"SMT","MOLE R SHD","Shoulder, right","Mole","","",""
"SMT","MOLE R THG","Thigh, right","Mole","","",""
"SMT","MOLE R WRS","Wrist, right","Mole","","",""
"SMT","MOLE RBRST","Breast, right","Mole","","",""
"SMT","MOLE SHLD","Shoulder, nonspecific","Mole","","",""
"SMT","MOLE THGH","Thigh, nonspecific","Mole","","",""
"SMT","MOLE U LIP","Lip, upper","Mole","","",""
"SMT","MUTE","Mute (5)","Condition","","",""
"SMT","NM L ARM","Arm, left","Needle Mark","","",""
"SMT","NM L BUTTK","Buttock, left","Needle Mark","","",""
"SMT","NM L FGR","Finger(s), left hand","Needle Mark","","",""
"SMT","NM L FOOT","Foot, left","Needle Mark","","",""
"SMT","NM L HND","Hand, left","Needle Mark","","",""
"SMT","NM L LEG","Leg, left","Needle Mark","","",""
"SMT","NM L THIGH","Thigh, left","Needle Mark","","",""
"SMT","NM L WRIST","Wrist, left","Needle Mark","","",""
"SMT","NM R ARM","Arm, right","Needle Mark","","",""
"SMT","NM R BUTTK","Buttock, right","Needle Mark","","",""
"SMT","NM R FGR","Finger(s), right hand","Needle Mark","","",""
"SMT","NM R FOOT","Foot, right","Needle Mark","","",""
"SMT","NM R HND","Hand, right","Needle Mark","","",""
"SMT","NM R LEG","Leg, right","Needle Mark","","",""
"SMT","NM R THIGH","Thigh, right","Needle Mark","","",""
"SMT","NM R WRIST","Wrist, right","Needle Mark","","",""
"SMT","ORTH NAIL","Orthopedic nail or pin","Other","","",""
"SMT","ORTH PLATE","Orthopedic plate","Other","","",""
"SMT","ORTH SCREW","Orthopedic screw","Other","","",""
"SMT","POCKMARKS","Pockmarks","Condition","","",""
"SMT","PRCD ABDMN","Pierced abdomen","Piercing","","",""
"SMT","PRCD BACK","Pierced back","Piercing","","",""
"SMT","PRCD CHIN","Pierced chin","Piercing","","",""
"SMT","PRCD EAR","Pierced ear, one, nonspecific","Piercing","","",""
"SMT","PRCD EARS","Pierced ears","Piercing","","",""
"SMT","PRCD EYE","Pierced eyebrow, nonspecific","Piercing","","",""
"SMT","PRCD FACE","Pierced face, nonspecific","Piercing","","",""
"SMT","PRCD GNTLS","Pierced genitalia","Piercing","","",""
"SMT","PRCD L EAR","Pierced ear, left","Piercing","","",""
"SMT","PRCD L EYE","Pierced eyebrow, left","Piercing","","",""
"SMT","PRCD L NIP","Pierced nipple, left","Piercing","","",""
"SMT","PRCD LIP","Pierced lip, nonspecific","Piercing","","",""
"SMT","PRCD LLIP","Pierced lip, lower","Piercing","","",""
"SMT","PRCD NIPPL","Pierced nipple, nonspecific","Piercing","","",""
"SMT","PRCD NOSE","Pierced nose","Piercing","","",""
"SMT","PRCD R EAR","Pierced ear, right","Piercing","","",""
"SMT","PRCD R EYE","Pierced eyebrow, right","Piercing","","",""
"SMT","PRCD R NIP","Pierced nipple, right","Piercing","","",""
"SMT","PRCD TONGU","Pierced tongue","Piercing","","",""
"SMT","PRCD ULIP","Pierced lip, upper","Piercing","","",""
"SMT","PROT L JAW","Protruding lower jaw","Condition","","",""
"SMT","PROT U JAW","Protruding upper jaw","Condition","","",""
"SMT","RTAT ABDM","Abdomen","Removed Tattoo","","",""
"SMT","RTAT ANKL","Ankle, nonspecific","Removed Tattoo","","",""
"SMT","RTAT ARM","Arm, nonspecific","Removed Tattoo","","",""
"SMT","RTAT BACK","Back","Removed Tattoo","","",""
"SMT","RTAT BRST","Breast, nonspecific","Removed Tattoo","","",""
"SMT","RTAT BUTTK","Buttocks, nonspecific","Removed Tattoo","","",""
"SMT","RTAT CALF","Calf, nonspecific","Removed Tattoo","","",""
"SMT","RTAT CHEEK","Cheek (face), nonspecific","Removed Tattoo","","",""
"SMT","RTAT CHEST","Chest","Removed Tattoo","","",""
"SMT","RTAT CHIN","Chin","Removed Tattoo","","",""
"SMT","RTAT EAR","Ear, nonspecific","Removed Tattoo","","",""
"SMT","RTAT ELBOW","Elbow, nonspecific","Removed Tattoo","","",""
"SMT","RTAT FACE","Face, nonspecific","Removed Tattoo","","",""
"SMT","RTAT FARM","Forearm, nonspecific","Removed Tattoo","","",""
"SMT","RTAT FHD","Forehead","Removed Tattoo","","",""
"SMT","RTAT FLBOD","Full body","Removed Tattoo","","",""
"SMT","RTAT FNGR","Finger, nonspecific","Removed Tattoo","","",""
"SMT","RTAT FOOT","Foot, nonspecific","Removed Tattoo","","",""
"SMT","RTAT GROIN","Groin area","Removed Tattoo","","",""
"SMT","RTAT HAND","Hand, nonspecific","Removed Tattoo","","",""
"SMT","RTAT HEAD","Head, nonspecific","Removed Tattoo","","",""
"SMT","RTAT HIP","Hip, nonspecific","Removed Tattoo","","",""
"SMT","RTAT KNEE","Knee, nonspecific","Removed Tattoo","","",""
"SMT","RTAT L ARM","Arm, left","Removed Tattoo","","",""
"SMT","RTAT L CHK","Cheek (face), left","Removed Tattoo","","",""
"SMT","RTAT L EAR","Ear, left","Removed Tattoo","","",""
"SMT","RTAT L ELB","Elbow, left","Removed Tattoo","","",""
"SMT","RTAT L FGR","Finger(s), left hand","Removed Tattoo","","",""
"SMT","RTAT L HIP","Hip, left","Removed Tattoo","","",""
"SMT","RTAT L HND","Hand, left","Removed Tattoo","","",""
"SMT","RTAT L LEG","Leg, left","Removed Tattoo","","",""
"SMT","RTAT LANKL","Ankle, left","Removed Tattoo","","",""
"SMT","RTAT LBRST","Breast, left","Removed Tattoo","","",""
"SMT","RTAT LBUTK","Buttock, left","Removed Tattoo","","",""
"SMT","RTAT LCALF","Calf, left","Removed Tattoo","","",""
"SMT","RTAT LEG","Leg, nonspecific","Removed Tattoo","","",""
"SMT","RTAT LFARM","Forearm, left","Removed Tattoo","","",""
"SMT","RTAT LFOOT","Foot, left","Removed Tattoo","","",""
"SMT","RTAT LIP","Lip, nonspecific","Removed Tattoo","","",""
"SMT","RTAT LKNEE","Knee, left","Removed Tattoo","","",""
"SMT","RTAT LSHLD","Shoulder, left","Removed Tattoo","","",""
"SMT","RTAT LTHGH","Thigh, left","Removed Tattoo","","",""
